# confusables.txt
# Ngày: 22/07/2025, 05:49:37 GMT
# © 2025 Unicode®, Inc.
# Unicode và Logo Unicode là các nhãn hiệu đã được đăng ký của Unicode, Inc. tại Hoa Kỳ và các quốc gia khác.
# Để biết các điều khoản sử dụng và giấy phép, vui lòng xem https://www.unicode.org/terms_of_use.html
#
# Cơ chế bảo mật Unicode cho UTS #39
# Phiên bản: 17.0.0
#
# Để biết tài liệu và hướng dẫn sử dụng, vui lòng xem https://www.unicode.org/reports/tr39
#
05AD ; 0596 ; MA # ( ֭ → ֖ ) GIỌNG HEBREW DEHI → GIẤC HEBREW TIPEHA #
01D1 ; 014E ; MA # ( Ǒ → Ŏ ) CHỮ CÁI LATIN VIẾT HOA O CÓ DẤU CARON → CHỮ CÁI LATIN VIẾT HOA O CÓ DẤU BREVE #

06FF ; 006F 0302 ; MA # ( ‎ۿ‎ → ô ) CHỮ CÁI Ả RẬP HEH V NGƯỢC → CHỮ CÁI LATIN THƯỜNG O, KẾT HỢP DẤU TRÒN # →‎ھٛ‎→

0150 ; 00D6 ; MA # ( Ő → Ö ) CHỮ CÁI LATIN VIẾT HOA O CÓ DẤU NHẤN KÉP → CHỮ CÁI LATIN VIẾT HOA O CÓ DẤU CHẤM KÉP #

00F8 ; 006F 0338 ; MA # ( ø → o̸ ) CHỮ CÁI LATIN THƯỜNG O CÓ NÉT → CHỮ CÁI LATIN THƯỜNG O, KẾT HỢP DẤU CHỮ LIỀN DÀI # →o̷→
AB3E ; 006F 0338 ; MA # ( ꬾ → o̸ ) CHỮ CÁI LATIN THƯỜNG CHỮ O KIỂU BLACKLETTER CÓ NẮP → CHỮ CÁI LATIN THƯỜNG CHỮ O, KẾT HỢP DẤU CHỮ LIỀN DÀI # →ø→→o̷→

00D8 ; 004F 0338 ; MA # ( Ø → O̸ ) CHỮ CÁI LATIN IN HOA O CÓ NÉT → CHỮ CÁI LATIN IN HOA O, KẾT HỢP VỚI DẤU CHẤM DÀI #
2D41 ; 004F 0338 ; MA # ( ⵁ → O̸ ) CHỮ CÁI TIFINAGH HỌC VIỆN BERBER YAH → CHỮ CÁI LATIN VIẾT HOA O, KẾT HỢP DẤU NỐI DÀI # →Ø→

01FE ; 004F 0338 0301 ; MA # ( Ǿ → Ó̸ ) CHỮ CÁI LATIN VIẾT HOA O CÓ NÉT VÀ DẤU NHỌN → CHỮ CÁI LATIN VIẾT HOA O, KẾT HỢP DẤU NẾP DÀI, KẾT HỢP DẤU NHỌN #

0275 ; 006F 0335 ; MA # ( ɵ → o̵ ) CHỮ CÁI LATIN THƯỜNG O CÓ GẠCH → CHỮ CÁI LATIN THƯỜNG O, KẾT HỢP NỐI NÉT NGẮN LÊN TRÊN #
A74B ; 006F 0335 ; MA # ( ꝋ → o̵ ) CHỮ CÁI LATIN THƯỜNG O VỚI NÉT DÀI PHỦ LÊN → CHỮ CÁI LATIN THƯỜNG O, KẾT HỢP NÉT NGẮN PHỦ LÊN # →o̶→
2C91 ; 006F 0335 ; MA # ( ⲑ → o̵ ) CHỮ CÁI THƯỜNG COPTIC THETHE → CHỮ CÁI THƯỜNG LATIN O, KẾT HỢP NỀN NGẮN # →ɵ→
04E9 ; 006F 0335 ; MA # ( ө → o̵ ) CHỮ CÁI THƯỜNG CYRILLIC O CÓ GẠCH → CHỮ CÁI THƯỜNG LATIN O, KẾT HỢP NỐI NẮP NGẮN # →ѳ→
0473 ; 006F 0335 ; MA # ( ѳ → o̵ ) CHỮ CÁI THƯỜNG CYRILLIC FITA → CHỮ CÁI THƯỜNG LATIN O, KẾT HỢP NỀN NGẮN #
AB8E ; 006F 0335 ; MA # ( ꮎ → o̵ ) CHỮ CÁI THƯỜNG CHEROKEE NA → CHỮ CÁI THƯỜNG LATIN O, KẾT HỢP NỐI NỀN NGẮN # →ɵ→
ABBB ; 006F 0335 ; MA # ( ꮻ → o̵ ) CHỮ CÁI THƯỜNG CHEROKEE WI → CHỮ CÁI THƯỜNG LATIN O, KẾT HỢP NỀN NGẮN # →ѳ→

2296 ; 004F 0335 ; MA #* ( ⊖ → O̵ ) DẤU TRẮNG KHOANH TRÒN → CHỮ CÁI LATIN IN HOA O, KẾT HỢP VỚI NÉT NGẮN TRÙNG LÊN # →θ→→Ꮎ→
229D ; 004F 0335 ; MA #* ( ⊝ → O̵ ) DẤU GẠCH NGANG TRÒN → CHỮ CÁI LATIN IN HOA O, KẾT HỢP VỚI NÉT NGẮN LỚP PHỦ # →⊖→→θ→→Ꮎ→
236C ; 004F 0335 ; MA #* ( ⍬ → O̵ ) KÝ HIỆU CHỨC NĂNG APL ZILDE → CHỮ CÁI LATIN VIẾT HOA O, KẾT HỢP NÉT NGẮN LỚP PHỦ # →θ→→Ꮎ→
1D21A ; 004F 0335 ; MA #* ( 𝈚 → O̵ ) KÝ HIỆU KÝ HIỆU ÂM THANH HY LẠP-52 → CHỮ CÁI LATIN VIẾT HOA O, KẾT HỢP NÉT NGẮN LỚP PHỦ # →Ꝋ→→O̶→
1F714 ; 004F 0335 ; MA #* ( 🜔 → O̵ ) KÝ HIỆU GIẢ KIM CHO MUỐI → CHỮ CÁI LATIN VIẾT HOA O, KẾT HỢP VỚI NÉT NGẮN CHỮ # →Ɵ→→O̶→
019F ; 004F 0335 ; MA # ( Ɵ → O̵ ) CHỮ CÁI LATIN VIẾT HOA O CÓ DẤU NGANG Ở GIỮA → CHỮ CÁI LATIN VIẾT HOA O, KẾT HỢP VỚI NÉT NGẮN PHỦ LÊN # →O̶→
A74A ; 004F 0335 ; MA # ( Ꝋ → O̵ ) CHỮ CÁI LATIN IN HOA O VỚI NÉT DÀI → CHỮ CÁI LATIN IN HOA O, KẾT HỢP VỚI NÉT NGẮN # →O̶→
03B8 ; 004F 0335 ; MA # ( θ → O̵ ) CHỮ CÁI HY LẠP THƯỜNG THETA → CHỮ CÁI LATIN HOA O, KẾT HỢP NỐI NẮP NGẮN # →Ꮎ→
03D1 ; 004F 0335 ; MA # ( ϑ → O̵ ) KÝ HIỆU THETA HY LẠP → CHỮ CÁI LATIN VIẾT HOA O, KẾT HỢP VỚI NÉT NGẮN LỚP PHỦ # →θ→→Ꮎ→
1D6C9 ; 004F 0335 ; MA # ( 𝛉 → O̵ ) CHỮ IN ĐẬM TOÁN HỌC THETA NHỎ → CHỮ CÁI LATIN IN HOA O, KẾT HỢP NẮP CHỮ NGẮN # →θ→→Ꮎ→
1D6DD ; 004F 0335 ; MA # ( 𝛝 → O̵ ) KÝ HIỆU THETA IN ĐẬM TOÁN HỌC → CHỮ CÁI LATIN IN HOA O, KẾT HỢP VỚI NÉT NGẮN LỚP PHỦ # →θ→→Ꮎ→
1D703 ; 004F 0335 ; MA # ( 𝜃 → O̵ ) CHỮ THETA NHỎ IN NGHIÊNG TOÁN HỌC → CHỮ O IN HOA LATIN, KẾT HỢP VỚI NÉT NGẮN LỚP PHỦ # →θ→→Ꮎ→
1D717 ; 004F 0335 ; MA # ( 𝜗 → O̵ ) KÝ HIỆU THETA IN NGHIÊNG TOÁN HỌC → CHỮ CÁI LATIN IN HOA O, KẾT HỢP VỚI NÉT NGẮN LỚP PHỦ # →θ→→Ꮎ→
1D73D ; 004F 0335 ; MA # ( 𝜽 → O̵ ) CHỮ IN ĐẬM TOÁN HỌC CHỮ THETA NHỎ → CHỮ CÁI LATIN IN HOA O, KẾT HỢP NẮP CHỮ NGẮN # →θ→→Ꮎ→
1D751 ; 004F 0335 ; MA # ( 𝝑 → O̵ ) KÝ HIỆU THETA IN ĐẬM NGHIÊNG TOÁN HỌC → CHỮ CÁI LATIN IN HOA O, KẾT HỢP VỚI NÉT NGẮN LỚP PHỦ # →θ→→Ꮎ→
1D777 ; 004F 0335 ; MA # ( 𝝷 → O̵ ) MATHEMATICAL SANS-SERIF BOLD SMALL THETA → LATIN CAPITAL LETTER O, COMBINING SHORT STROKE OVERLAY # →θ→→Ꮎ→
1D78B ; 004F 0335 ; MA # ( 𝞋 → O̵ ) KÝ HIỆU THETA IN ĐẬM KIỂU TOÁN HỌC KHÔNG CHÂN → CHỮ CÁI LATIN IN HOA O, KẾT HỢP VỚI NỀN NGẮN # →θ→→Ꮎ→
1D7B1 ; 004F 0335 ; MA # ( 𝞱 → O̵ ) MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL THETA → LATIN CAPITAL LETTER O, COMBINING SHORT STROKE OVERLAY # →θ→→Ꮎ→
1D7C5 ; 004F 0335 ; MA # ( 𝟅 → O̵ ) KÝ HIỆU THETA TOÁN HỌC KHÔNG CHÂN CHỮ IN ĐẬM NGHIÊNG → CHỮ CÁI LATIN IN HOA O, KẾT HỢP NỀN NGẮN # →θ→→Ꮎ→
0398 ; 004F 0335 ; MA # ( Θ → O̵ ) CHỮ CÁI HY LẠP VIẾT HOA THETA → CHỮ CÁI LATIN VIẾT HOA O, KẾT HỢP NỐI NẮP NGẮN # →Ꮎ→
03F4 ; 004F 0335 ; MA # ( ϴ → O̵ ) KÝ HIỆU THETA VIẾT HOA HY LẠP → CHỮ CÁI LATIN VIẾT HOA O, KẾT HỢP VỚI NÉT NGẮN LỚP PHỦ # →Ѳ→→О̵→
1D6AF ; 004F 0335 ; MA # ( 𝚯 → O̵ ) CHỮ IN HOA TOÁN HỌC THETA → CHỮ CÁI LATIN IN HOA O, KẾT HỢP VỚI NÉT NGẮN LỚP PHỦ # →Θ→→Ꮎ→
1D6B9 ; 004F 0335 ; MA # ( 𝚹 → O̵ ) KÝ HIỆU THETA IN HOA ĐẬM TRONG TOÁN HỌC → CHỮ CÁI LATIN IN HOA O, KẾT HỢP VỚI NÉT NGẮN TRÙNG LỚP # →Θ→→Ꮎ→
1D6E9 ; 004F 0335 ; MA # ( 𝛩 → O̵ ) CHỮ IN HOA TOÁN HỌC THETA → CHỮ IN HOA LATIN O, KẾT HỢP NẮP CHỮ NGẮN # →Θ→→Ꮎ→
1D6F3 ; 004F 0335 ; MA # ( 𝛳 → O̵ ) KÝ HIỆU THETA IN HOA NGHIÊNG TOÁN HỌC → CHỮ CÁI LATIN IN HOA O, KẾT HỢP VỚI NÉT NGẮN LỚP PHỦ # →Θ→→Ꮎ→
1D723 ; 004F 0335 ; MA # ( 𝜣 → O̵ ) CHỮ IN ĐẬM IN NGHIÊNG IN HOA THETA → CHỮ CÁI LATIN IN HOA O, KẾT HỢP NẮP CHỮ NGẮN # →Θ→→Ꮎ→
1D72D ; 004F 0335 ; MA # ( 𝜭 → O̵ ) KÝ HIỆU THETA IN ĐẬM IN NGHIÊNG TOÁN HỌC → CHỮ CÁI LATIN IN HOA O, KẾT HỢP VỚI NÉT NGẮN LỚP PHỦ # →Θ→→Ꮎ→
1D75D ; 004F 0335 ; MA # ( 𝝝 → O̵ ) CHỮ IN HOA TOÁN HỌC KHÔNG CHÂN CHỮ IN ĐẬM THETA → CHỮ IN HOA LATIN O, KẾT HỢP NỀN NGẮN # →Θ→→Ꮎ→
1D767 ; 004F 0335 ; MA # ( 𝝧 → O̵ ) KÝ HIỆU THETA IN HOA ĐẬM CHỮ CÁI LATIN IN HOA O, KẾT HỢP VỚI ĐƯỜNG VIỀN NGẮN # →Θ→→Ꮎ→
1D797 ; 004F 0335 ; MA # ( 𝞗 → O̵ ) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL THETA → LATIN CAPITAL LETTER O, COMBINING SHORT STROKE OVERLAY # →Θ→→Ꮎ→
1D7A1 ; 004F 0335 ; MA # ( 𝞡 → O̵ ) MATHEMATICAL SANS-SERIF BOLD ITALIC CAPITAL THETA SYMBOL → LATIN CAPITAL LETTER O, COMBINING SHORT STROKE OVERLAY # →Θ→→Ꮎ→
2C90 ; 004F 0335 ; MA # ( Ⲑ → O̵ ) CHỮ CÁI HOA COPTIC THETHE → CHỮ CÁI HOA LATIN O, KẾT HỢP NỀN NGẮN # →ϴ→→Ѳ→→О̵→
04E8 ; 004F 0335 ; MA # ( Ө → O̵ ) CHỮ CÁI IN HOA CYRILLIC O CÓ GẠCH NGANG → CHỮ CÁI IN HOA LATIN O, KẾT HỢP VỚI NÉT NGẮN CHỮ CÁI # →Ѳ→→О̵→
0472 ; 004F 0335 ; MA # ( Ѳ → O̵ ) CHỮ CÁI IN HOA CYRILLIC FITA → CHỮ CÁI IN HOA LATIN O, KẾT HỢP NỀN NGẮN # →О̵→
2D31 ; 004F 0335 ; MA # ( ⴱ → O̵ ) CHỮ CÁI TIFINAGH YAB → CHỮ CÁI LATIN VIẾT HOA O, KẾT HỢP NÉT NGẮN LÊN TRÙNG # →Ɵ→→O̶→
13BE ; 004F 0335 ; MA # ( Ꮎ → O̵ ) CHỮ CÁI CHEROKEE NA → CHỮ CÁI LATIN IN HOA O, KẾT HỢP NỀN NGẮN #
13EB ; 004F 0335 ; MA # ( Ꮻ → O̵ ) CHỮ CÁI CHEROKEE WI → CHỮ CÁI LATIN VIẾT HOA O, KẾT HỢP NÉT NGẮN LÊN TRÊN # →Ѳ→→О̵→

AB74 ; 006F 031B ; MA # ( ꭴ → ơ ) Chữ U viết thường trong tiếng Cherokee → Chữ O viết thường trong tiếng Latin, kết hợp với ký hiệu Horn #

FCD9 ; 006F 0670 ; MA # ( ‎ﳙ‎ → oٰ ) CHỮ LIỀN Ả RẬP HEH VỚI CHỮ CÁI ĐẦU ALEF VIẾT TRÊN → CHỮ CÁI LATIN THƯỜNG O, CHỮ CÁI Ả RẬP VIẾT TRÊN ALEF # →‎هٰ‎→

1F101 ; 004F 002C ; MA #* ( 🄁 → O, ) CHỮ SỐ KHÔNG DẤU PHẨY → CHỮ CÁI LATIN VIẾT HOA O, DẤU PHẨY # →0,→

1F100 ; 004F 002E ; MA #* ( 🄀 → O. ) CHỮ SỐ KHÔNG DẤU CHẤM → CHỮ CÁI LATIN VIẾT HOA O, DẤU CHẤM # →0.→

01A1 ; 006F 0027 ; MA # ( ơ → o' ) CHỮ CÁI LATIN THƯỜNG O CÓ DẤU SỪNG → CHỮ CÁI LATIN THƯỜNG O, DẤU NHÁY # →oʼ→

01A0 ; 004F 0027 ; MA # ( Ơ → O' ) CHỮ CÁI LATIN VIẾT HOA O CÓ DẤU SỪNG → CHỮ CÁI LATIN VIẾT HOA O, DẤU NHÁY # →Oʼ→
13A4 ; 004F 0027 ; MA # ( Ꭴ → O' ) CHỮ CÁI CHEROKEE U → CHỮ CÁI LATIN VIẾT HOA O, DẤU NHÁY # →Ơ→→Oʼ→

0025 ; 00BA 002F 2080 ; MA #* ( % → º/₀ ) DẤU PHẦN TRĂM → CHỈ SỐ THỨ TỰ GIỐNG, DẤU GẠCH, CHỈ SỐ DƯỚI SỐ KHÔNG # →⁰/₀→
066A ; 00BA 002F 2080 ; MA #* ( ٪ → º/₀ ) DẤU PHẦN TRĂM Ả RẬP → CHỈ SỐ THỨ TỰ GIỐNG HỌ, DẤU GẠCH CHẶT, CHỮ SỐ KHÔNG DƯỚI # →%→→⁰/₀→
2052 ; 00BA 002F 2080 ; MA #* ( ⁒ → º/₀ ) DẤU TRỪ THƯƠNG MẠI → CHỈ SỐ THỨ TỰ GIỐNG, DẤU GẠCH, CHỈ SỐ DƯỚI SỐ KHÔNG # →%→→⁰/₀→

2030 ; 00BA 002F 2080 2080 ; MA #* ( ‰ → º/₀₀ ) DẤU PHẦN PHẦN NGHÌN → CHỈ SỐ THỨ TỰ GIỐNG, DẤU GẠCH, CHỈ SỐ DƯỚI SỐ KHÔNG, CHỈ SỐ DƯỚI SỐ KHÔNG # →⁰/₀₀→
0609 ; 00BA 002F 2080 2080 ; MA #* ( ؉ → º/₀₀ ) CHỈ SỐ Ả RẬP-CHỈ SỐ PHẦN NGHÌN → CHỈ SỐ THỨ TỰ GIỐNG, DẤU GẠCH, CHỈ SỐ DƯỚI SỐ KHÔNG, CHỈ SỐ DƯỚI SỐ KHÔNG # →‰→→⁰/₀₀→

2031 ; 00BA 002F 2080 2080 2080 ; MA #* ( ‱ → º/₀₀₀ ) PHẦN MƯỜI NGHÌN DẤU HIỆU → CHỈ SỐ THỨ TỰ GIỐNG, DẤU GẠCH, CHỈ SỐ DƯỚI SỐ KHÔNG, CHỈ SỐ DƯỚI SỐ KHÔNG, CHỈ SỐ DƯỚI SỐ KHÔNG # →⁰/₀₀₀→
060A ; 00BA 002F 2080 2080 2080 ; MA #* ( ؊ → º/₀₀₀ ) CHỈ SỐ Ả RẬP PHẦN MƯỜI NGHÌN → CHỈ SỐ THỨ TỰ GIỐNG, DẤU GẠCH, CHỈ SỐ DƯỚI SỐ KHÔNG, CHỈ SỐ DƯỚI SỐ KHÔNG, CHỈ SỐ DƯỚI SỐ KHÔNG # →‱→→⁰/₀₀₀→

0153 ; 006F 0065 ; MA # ( œ → oe ) CHỮ LIỀN LATIN NHỎ OE → CHỮ CÁI LATIN NHỎ O, CHỮ CÁI LATIN NHỎ E #

0152 ; 004F 0045 ; MA # ( Œ → OE ) CHỮ GHÉP HOA LATIN OE → CHỮ CÁI LATIN HOA O, CHỮ CÁI LATIN HOA E #

0276 ; 006F 1D07 ; MA # ( ɶ → oᴇ ) CHỮ CÁI LATIN VIẾT HOA THƯỜNG OE → CHỮ CÁI LATIN VIẾT HOA THƯỜNG O, CHỮ CÁI LATIN VIẾT HOA THƯỜNG E #

221E ; 006F 006F ; MA #* ( ∞ → oo ) VÔ CỰC → CHỮ CÁI LATIN THƯỜNG O, CHỮ CÁI LATIN THƯỜNG O # →ꝏ→
A74F ; 006F 006F ; MA # ( ꝏ → oo ) CHỮ CÁI LATIN THƯỜNG OO → CHỮ CÁI LATIN THƯỜNG O, CHỮ CÁI LATIN THƯỜNG O #
A699 ; 006F 006F ; MA # ( ꚙ → oo ) CHỮ CÁI CYRILLIC CHỮ O KÉP → CHỮ CÁI LATIN CHỮ O, CHỮ CÁI LATIN CHỮ O #

A74E ; 004F 004F ; MA # ( Ꝏ → OO ) CHỮ CÁI LATIN VIẾT HOA OO → CHỮ CÁI LATIN VIẾT HOA O, CHỮ CÁI LATIN VIẾT HOA O #
A698 ; 004F 004F ; MA # ( Ꚙ → OO ) CHỮ CÁI IN HOA CYRILLIC KÉP O → CHỮ CÁI IN HOA LATIN O, CHỮ CÁI IN HOA LATIN O #

FCD7 ; 006F 062C ; MA # ( ‎ﳗ‎ → ‎oج‎ ) CHỮ GHÉP Ả RẬP HEH VỚI CHỮ CÁI ĐẦU JEEM → CHỮ CÁI LATIN THƯỜNG O, CHỮ CÁI Ả RẬP JEEM # →‎هج‎→
FC51 ; 006F 062C ; MA # ( ‎ﱑ‎ → ‎oج‎ ) CHỮ GHÉP Ả RẬP HEH VỚI JEEM DẠNG TÁCH BIỆT → CHỮ CÁI LATIN THƯỜNG O, CHỮ CÁI Ả RẬP JEEM # →‎هج‎→

FCD8 ; 006F 0645 ; MA # ( ‎ﳘ‎ → ‎oم‎ ) CHỮ GHÉP Ả RẬP HEH VỚI DẠNG ĐẦU TIÊN MEEM → CHỮ CÁI LATIN THƯỜNG O, CHỮ CÁI Ả RẬP MEEM # →‎هم‎→
FC52 ; 006F 0645 ; MA # ( ‎ﱒ‎ → ‎oم‎ ) CHỮ GHÉP Ả RẬP HEH VỚI MEEM DẠNG TÁCH BIỆT → CHỮ CÁI LATIN THƯỜNG O, CHỮ CÁI Ả RẬP MEEM # →‎هم‎→

FD93 ; 006F 0645 062C ; MA # ( ‎ﶓ‎ → ‎oمج‎ ) CHỮ GHÉP Ả RẬP HEH VỚI MEEM VỚI JEEM DẠNG CHỮ CÁI ĐẦU → CHỮ CÁI LATIN THƯỜNG O, CHỮ CÁI Ả RẬP MEEM, CHỮ CÁI Ả RẬP JEEM # →‎همج‎→

FD94 ; 006F 0645 0645 ; MA # ( ‎ﶔ‎ → ‎oمم‎ ) CHỮ GHÉP Ả RẬP HEH VỚI MEEM VỚI MEEM DẠNG CHỮ CÁI ĐẦU → CHỮ CÁI LATIN THƯỜNG O, CHỮ CÁI Ả RẬP MEEM, CHỮ CÁI Ả RẬP MEEM # →‎همم‎→

FC53 ; 006F 0649 ; MA # ( ‎ﱓ‎ → ‎oى‎ ) CHỮ LIỀN Ả RẬP HEH VỚI ALEF MAKSURA DẠNG TÁCH BIỆT → CHỮ CÁI LATIN THƯỜNG O, CHỮ CÁI Ả RẬP ALEF MAKSURA # →‎هى‎→
FC54 ; 006F 0649 ; MA # ( ‎ﱔ‎ → ‎oى‎ ) CHỮ GHÉP Ả RẬP HEH VỚI YEH DẠNG TÁCH BIỆT → CHỮ CÁI LATIN THƯỜNG O, CHỮ CÁI Ả RẬP ALEF MAKSURA # →‎هي‎→

0D5F ; 006F 0D30 006F ; MA # ( ൟ → oരo ) CHỮ CÁI MALAYALAM CỔ II → CHỮ CÁI LATIN THƯỜNG O, CHỮ CÁI MALAYALAM RA, CHỮ CÁI LATIN THƯỜNG O # →ംരം→

10D7 ; 006F 102C ; MA # ( თ → oာ ) CHỮ TÂN GEORGIAN → CHỮ CÁI NHỎ LATIN O, KÝ NGUYÊN NGUYÊN MYANMAR AA # →တ→→ဝာ→
1010 ; 006F 102C ; MA # ( တ → oာ ) CHỮ MYANMAR TA → CHỮ NHỎ LATIN O, KÝ NGUYÊN NGUYÊN MYANMAR AA # →ဝာ→

3358 ; 004F 70B9 ; MA #* ( ㍘ → O点 ) BIỂU TƯỢNG ĐIỆN THOẠI Ý TƯỞNG CHO GIỜ 0 → CHỮ HOA LATIN HOA O, Ý TƯỞNG THỐNG NHẤT CJK-70B9 # →0点→

2184 ; 0254 ; MA # ( ↄ → ɔ ) CHỮ CÁI LATIN THƯỜNG ĐẢO NGƯỢC C → CHỮ CÁI LATIN THƯỜNG MỞ O #
1D10 ; 0254 ; MA # ( ᴐ → ɔ ) CHỮ LATIN MỞ VỐN NHỎ O → CHỮ LATIN NHỎ MỞ O #
037B ; 0254 ; MA # ( ͻ → ɔ ) KÝ HIỆU SIGMA HÌNH TRĂNG NGƯỢC NHỎ CỦA HY LẠP → CHỮ CÁI LATIN NHỎ MỞ O #
1044B; 0254 ; MA # ( 𐑋 → ɔ ) DESERET CHỮ NHỎ EM → CHỮ NHỎ LATIN MỞ O #

2183 ; 0186 ; MA # ( Ↄ → Ɔ ) SỐ ROMAN ĐẢO NGƯỢC MỘT TRĂM → CHỮ HOA LATIN MỞ O #
03FD ; 0186 ; MA # ( Ͻ → Ɔ ) CHỮ CÁI HY LẠP VIẾT HOA NGƯỢC BIỂU TƯỢNG SIGMA → CHỮ CÁI LATIN VIẾT HOA MỞ O #
A4DB ; 0186 ; MA # ( ꓛ → Ɔ ) LISU THƯ CHA → CHỮ HOA LATIN MỞ O #
10423 ; 0186 ; MA # ( 𐐣 → Ɔ ) THƯ MỞ VỐN DESERET EM → THƯ VỐN LATIN MỞ O #

AB3F ; 0254 0338 ; MA # ( ꬿ → ɔ̸ ) CHỮ CÁI LATIN THƯỜNG O MỞ CÓ NÉT → CHỮ CÁI LATIN THƯỜNG O MỞ, KẾT HỢP VỚI DẤU NỐI DÀI #

AB62 ; 0254 0065 ; MA # ( ꭢ → ɔe ) CHỮ CÁI LATIN THƯỜNG MỞ OE → CHỮ CÁI LATIN THƯỜNG MỞ O, CHỮ CÁI LATIN THƯỜNG E #

1043F ; 0277 ; MA # ( 𐐿 → ɷ ) DESERET CHỮ CÁI THƯỜNG KAY → LATIN CHỮ CÁI THƯỜNG OMEGA ĐÓNG #

2374 ; 0070 ; MA #* ( ⍴ → p ) KÝ HIỆU CHỨC NĂNG APL RHO → CHỮ CÁI LATIN THƯỜNG P # →ρ→
FF50 ; 0070 ; MA # ( ｐ → p ) Chữ Latinh viết thường khổ rộng P → Chữ Latinh viết thường P # →р→
1D429 ; 0070 ; MA # ( 𝐩 → p ) MATHEMATICAL BOLD SMALL P → LATIN SMALL LETTER P #
1D45D ; 0070 ; MA # ( 𝑝 → p ) MATHEMATICAL ITALIC SMALL P → LATIN SMALL LETTER P #
1D491 ; 0070 ; MA # ( 𝒑 → p ) MATHEMATICAL BOLD ITALIC MERALL P → LATIN MERALL LETTER P #
1D4C5 ; 0070 ; MA # ( 𝓅 → p ) CHỮ CÁI THƯỜNG P TRONG TOÁN HỌC → CHỮ CÁI THƯỜNG LATIN P #
1D4F9 ; 0070 ; MA # ( 𝓹 → p ) MATHEMATICAL BOLD SCRIPT SMALL P → LATIN SMALL LETTER P #
1D52D ; 0070 ; MA # ( 𝔭 → p ) MATHEMATICAL FRAKTUR SMALL P → LATIN SMALL LETTER P #
1D561 ; 0070 ; MA # ( 𝕡 → p ) CHỮ P NHỎ GẮN HAI DẤU TRONG TOÁN HỌC → CHỮ P NHỎ TRONG LATIN #
1D595 ; 0070 ; MA # ( 𝖕 → p ) MATHEMATICAL BOLD FRAKTUR SMALL P → LATIN SMALL LETTER P #
1D5C9 ; 0070 ; MA # ( 𝗉 → p ) MATHEMATICAL SANS-SERIF SMALL P → LATIN SMALL LETTER P #
1D5FD ; 0070 ; MA # ( 𝗽 → p ) MATHEMATICAL SANS-SERIF BOLD SMALL P → LATIN SMALL LETTER P #
1D631 ; 0070 ; MA # ( 𝘱 → p ) MATHEMATICAL SANS-SERIF ITALIC SMALL P → LATIN SMALL LETTER P #
1D665 ; 0070 ; MA # ( 𝙥 → p ) MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL P → LATIN SMALL LETTER P #
1D699 ; 0070 ; MA # ( 𝚙 → p ) MATHEMATICAL MONOSPACE SMALL P → LATIN SMALL LETTER P #
00FE ; 0070 ; MA # ( þ → p ) CHỮ CÁI LATIN THƯỜNG GAI → CHỮ CÁI LATIN THƯỜNG P # →ƿ→
01BF ; 0070 ; MA # ( ƿ → p ) CHỮ CÁI LATIN WYNN → CHỮ CÁI LATIN THƯỜNG P #
03C1 ; 0070 ; MA # ( ρ → p ) CHỮ CÁI HY LẠP THƯỜNG RHO → CHỮ CÁI LATIN THƯỜNG P #
03F1 ; 0070 ; MA # ( ϱ → p ) KÝ HIỆU RHO HY LẠP → CHỮ CÁI LATIN P # →ρ→
1D6D2 ; 0070 ; MA # ( 𝛒 → p ) MATHEMATICAL BOLD SMALL RHO → LATIN SMALL LETTER P # →ρ→
1D6E0 ; 0070 ; MA # ( 𝛠 → p ) KÝ HIỆU RHO IN ĐẬM TOÁN HỌC → CHỮ CÁI LATIN THƯỜNG P # →ρ→
1D70C ; 0070 ; MA # ( 𝜌 → p ) MATHEMATICAL ITALIC SMALL RHO → LATIN SMALL LETTER P # →ρ→
1D71A ; 0070 ; MA # ( 𝜚 → p ) KÝ HIỆU RHO IN NGHIÊNG TOÁN HỌC → CHỮ CÁI LATIN THƯỜNG P # →ρ→
1D746 ; 0070 ; MA # ( 𝝆 → p ) MATHEMATICAL BOLD ITALIC SMALL RHO → LATIN SMALL LETTER P # →ρ→
1D754 ; 0070 ; MA # ( 𝝔 → p ) KÝ HIỆU RHO IN ĐẬM IN NGHIÊNG TOÁN HỌC → CHỮ LATIN THƯỜNG P # →ρ→
1D780 ; 0070 ; MA # ( 𝞀 → p ) MATHEMATICAL SANS-SERIF BOLD SMALL RHO → LATIN SMALL LETTER P # →ρ→
1D78E ; 0070 ; MA # ( 𝞎 → p ) MATHEMATICAL SANS-SERIF BOLD RHO SYMBOL → LATIN SMALL LETTER P # →ρ→
1D7BA ; 0070 ; MA # ( 𝞺 → p ) MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL RHO → LATIN SMALL LETTER P # →ρ→
1D7C8 ; 0070 ; MA # ( 𝟈 → p ) MATHEMATICAL SANS-SERIF BOLD ITALIC RHO SYMBOL → LATIN SMALL LETTER P # →ρ→
